AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA,Causas
2020,70221,Coveñas,70,Sucre,3813,Sucre (ETC),3724,97.29,97.1,70.45,95.7,81.98,46.94,113.32,148.05,110.55,119.95,90.27,,,2.9,11.92,0.69,2.02,4.74,83.07,74.77,86.4,79.69,89.01,14.03,13.32,12.91,18.3,6.25,6.91,0.0,3.68,13.07,6.68,Sin acceso a internet
2020,70215,Corozal,70,Sucre,3813,Sucre (ETC),14116,100.58,100.51,64.87,95.38,88.22,52.48,115.16,138.53,113.72,119.92,98.75,,,1.45,2.55,1.85,0.95,0.59,93.33,94.76,94.76,91.31,93.12,5.22,2.69,3.38,7.74,6.29,6.62,1.09,5.92,9.93,4.09,Sin acceso a internet
2020,70204,Colosó,70,Sucre,3813,Sucre (ETC),1844,94.96,94.96,37.25,87.45,78.61,37.86,114.86,86.27,113.86,137.28,86.73,,,1.54,8.33,0.93,1.15,1.05,79.64,90.15,91.64,60.89,86.84,18.82,1.52,7.43,37.97,12.11,8.93,1.52,9.06,11.03,5.79,Sin acceso a internet
2020,70124,Caimito,70,Sucre,3813,Sucre (ETC),3680,75.52,75.52,47.18,75.52,58.16,29.95,85.57,87.32,97.3,85.34,58.53,,,1.51,0.81,0.55,2.85,2.07,94.45,98.39,94.73,92.53,96.15,4.04,0.81,4.71,4.62,1.78,5.22,0.0,6.24,6.68,0.3,Sin acceso a internet
2020,70110,Buenavista,70,Sucre,3813,Sucre (ETC),2421,85.96,85.83,52.24,83.81,65.64,39.36,93.8,103.48,106.65,92.95,58.66,,,0.44,0.6,0.44,0.4,0.42,94.05,94.01,92.54,94.41,98.73,5.51,5.39,7.02,5.19,0.84,12.04,0.0,12.39,14.63,10.97,Sin acceso a internet
2020,70001,Sincelejo,70,Sucre,3814,Sincelejo,59824,101.61,101.53,73.99,100.48,88.0,50.88,112.69,101.29,118.56,118.9,91.98,,,1.34,1.15,1.3,1.46,1.23,92.63,98.76,94.32,89.89,91.51,6.03,0.09,4.38,8.66,7.26,7.95,0.14,7.02,11.49,5.1,Sin acceso a internet
2020,68895,Zapatoca,68,Santander,3808,Santander (ETC),1836,99.18,99.02,56.58,97.92,90.75,48.82,108.71,72.37,113.88,120.78,88.89,,,1.57,1.06,1.31,1.74,2.5,86.03,93.62,90.28,80.66,80.63,12.4,5.32,8.41,17.6,16.88,2.14,0.0,3.02,1.92,0.0,Sin acceso a internet
2020,68872,Villanueva,68,Santander,3808,Santander (ETC),1456,77.82,77.61,47.32,75.29,66.27,52.99,87.5,82.14,87.39,92.57,80.08,,,2.19,0.0,1.27,2.6,4.97,92.98,100.0,97.45,88.31,87.58,4.83,0.0,1.27,9.09,7.45,4.38,0.0,2.55,8.31,2.48,Sin acceso a internet
2020,68867,Vetas,68,Santander,3808,Santander (ETC),423,61.7,61.7,34.38,60.69,58.9,43.06,67.85,65.63,65.32,70.55,69.44,,,0.0,0.0,0.0,0.0,0.0,88.36,100.0,94.69,76.7,94.74,11.64,0.0,5.31,23.3,5.26,12.73,0.0,2.65,27.18,10.53,Sin acceso a internet
2020,68861,Vélez,68,Santander,3808,Santander (ETC),4056,80.79,80.77,59.86,77.02,71.66,41.44,91.67,98.92,90.52,97.38,80.52,,,1.41,2.18,0.83,1.17,3.23,88.2,94.32,91.36,84.73,85.71,10.4,3.49,7.81,14.09,11.06,7.64,5.68,6.14,9.65,7.36,Sin acceso a internet
2020,68855,Valle de San José,68,Santander,3808,Santander (ETC),1245,80.64,80.32,55.0,69.63,83.02,57.94,85.3,71.0,75.74,102.12,81.31,,,0.83,0.0,0.28,1.52,0.64,97.2,100.0,99.43,94.19,98.72,1.97,0.0,0.28,4.29,0.64,3.83,0.0,5.98,3.54,1.28,Sin acceso a internet
2020,68820,Tona,68,Santander,3808,Santander (ETC),1570,87.52,87.52,61.07,92.67,72.66,40.61,93.76,85.5,105.5,97.13,61.69,,,3.69,0.0,1.59,7.85,2.9,86.48,98.04,94.59,71.82,86.96,9.83,1.96,3.82,20.32,10.14,4.37,0.0,2.38,8.31,4.35,Sin acceso a internet
2020,68780,Suratá,68,Santander,3808,Santander (ETC),732,87.3,87.3,61.19,93.91,68.94,31.36,94.13,76.12,109.62,100.0,51.69,,,1.35,0.0,0.58,2.37,3.28,94.14,98.04,96.78,91.0,86.89,4.51,1.96,2.63,6.64,9.84,5.41,5.88,3.22,9.95,1.64,Sin acceso a internet
2020,68773,Sucre,68,Santander,3808,Santander (ETC),1410,85.04,85.04,53.4,77.06,75.66,43.62,93.26,83.5,94.57,104.46,71.6,,,4.31,2.33,2.59,7.07,2.44,88.61,95.35,91.67,82.51,93.9,7.08,2.33,5.74,10.41,3.66,5.47,0.0,3.33,8.84,4.88,Sin acceso a internet
2020,68770,Suaita,68,Santander,3808,Santander (ETC),1829,96.94,96.94,64.54,83.76,90.92,64.13,106.23,75.89,99.46,121.18,106.03,,,2.3,2.8,0.67,3.42,3.4,90.22,95.33,93.93,85.48,90.82,7.48,1.87,5.4,11.1,5.78,6.25,0.0,4.59,10.0,3.39,Sin acceso a internet
2020,68755,Socorro,68,Santander,3808,Santander (ETC),5826,94.97,94.95,71.82,93.21,84.02,51.47,105.92,106.47,105.74,117.17,85.2,,,1.08,2.92,1.61,0.44,0.61,92.06,95.13,95.18,87.98,93.76,6.87,1.95,3.22,11.59,5.63,5.7,0.32,4.65,8.54,3.04,Sin acceso a internet
2020,68745,Simacota,68,Santander,3808,Santander (ETC),2147,80.3,80.3,48.82,77.04,68.89,36.47,92.18,75.88,93.06,99.45,82.62,,,3.94,6.2,2.65,4.27,6.67,90.53,90.7,93.38,87.04,90.0,5.53,3.1,3.97,8.69,3.33,4.87,0.0,1.93,10.06,3.33,Sin acceso a internet
2020,68720,Santa Helena del Opón,68,Santander,3808,Santander (ETC),773,89.91,89.91,66.1,85.58,76.32,51.94,94.95,86.44,97.81,101.88,77.52,,,2.48,1.96,1.28,3.02,5.1,92.98,98.04,92.31,92.83,92.86,4.55,0.0,6.41,4.15,2.04,3.58,1.96,3.21,5.28,1.02,Sin acceso a internet
2020,68705,Santa Bárbara,68,Santander,3808,Santander (ETC),452,76.99,76.99,80.0,68.28,77.12,42.31,88.27,122.86,76.34,101.31,75.64,,,1.61,0.0,0.7,2.8,2.22,90.08,100.0,96.48,83.22,82.22,8.31,0.0,2.82,13.99,15.56,5.63,2.33,5.63,8.39,0.0,Sin acceso a internet
2020,68689,San Vicente de Chucurí,68,Santander,3808,Santander (ETC),6902,84.86,84.86,65.92,83.6,69.86,46.16,92.55,91.43,99.29,94.45,73.54,,,1.61,0.65,1.25,2.56,0.91,91.02,95.26,92.73,87.95,90.64,7.37,4.09,6.02,9.48,8.45,6.21,1.72,4.81,10.11,3.38,Sin acceso a internet
2020,68686,San Miguel,68,Santander,3808,Santander (ETC),478,80.96,80.96,62.5,76.41,76.4,54.88,92.05,62.5,83.08,105.59,101.22,,,0.74,0.0,0.0,1.96,0.0,97.78,100.0,98.77,95.42,100.0,1.48,0.0,1.23,2.61,0.0,7.14,0.0,3.09,10.46,12.12,Sin acceso a internet
2020,68684,San José de Miranda,68,Santander,3808,Santander (ETC),794,69.77,69.77,45.61,71.01,63.57,32.0,79.47,70.18,80.46,87.5,66.0,,,0.17,0.0,0.0,0.44,0.0,97.61,97.5,96.36,98.68,98.63,2.21,2.5,3.64,0.88,1.37,5.45,0.0,3.24,9.69,2.74,Sin acceso a internet
2020,68682,San Joaquín,68,Santander,3808,Santander (ETC),451,87.58,87.58,53.13,86.56,74.05,56.0,94.01,56.25,95.7,103.16,86.67,,,0.75,0.0,0.0,2.03,0.0,97.24,100.0,99.44,94.59,96.36,2.01,0.0,0.56,3.38,3.64,5.76,0.0,5.62,8.11,1.82,Sin acceso a internet
2020,68679,San Gil,68,Santander,3808,Santander (ETC),10394,107.08,106.91,69.84,102.02,98.1,72.29,130.52,99.77,113.99,126.95,192.96,,,1.51,2.37,1.55,1.48,1.14,92.46,97.26,94.83,88.56,94.07,6.03,0.36,3.62,9.96,4.79,5.19,0.73,3.28,9.07,2.28,Sin acceso a internet
2020,68673,San Benito,68,Santander,3808,Santander (ETC),499,74.95,74.95,51.35,77.11,63.01,48.86,79.76,72.97,90.05,76.88,64.77,,,0.0,0.0,0.0,0.0,0.0,91.62,96.3,92.82,90.84,87.27,8.38,3.7,7.18,9.16,12.73,3.05,0.0,2.76,3.82,3.64,Sin acceso a internet
2020,68669,San Andrés,68,Santander,3808,Santander (ETC),1539,94.87,94.87,56.67,81.77,92.98,68.97,108.06,72.5,93.34,125.43,124.9,,,0.98,2.3,0.34,1.32,1.22,95.42,97.7,97.96,94.4,91.06,3.6,0.0,1.7,4.28,7.72,3.86,1.15,2.72,5.6,3.25,Sin acceso a internet
2020,68655,Sabana de Torres,68,Santander,3808,Santander (ETC),7841,96.89,96.79,67.51,92.13,81.56,44.28,105.69,97.33,111.22,114.29,76.78,,,1.64,2.28,1.41,1.81,1.58,92.14,97.2,94.43,87.56,92.96,6.23,0.53,4.16,10.63,5.46,4.82,0.0,5.48,5.93,1.72,Sin acceso a internet
2020,68615,Rionegro,68,Santander,3808,Santander (ETC),5459,99.54,99.54,63.77,93.51,89.03,50.84,105.64,85.9,111.5,117.97,75.59,,,1.88,2.81,1.9,1.87,1.28,92.66,96.93,94.47,89.15,94.09,5.45,0.26,3.64,8.97,4.63,5.47,0.26,4.94,8.14,2.24,Sin acceso a internet
2020,68575,Puerto Wilches,68,Santander,3808,Santander (ETC),7973,96.51,96.51,48.29,95.62,78.42,38.39,108.57,86.14,117.52,118.24,76.13,,,1.27,1.66,1.04,1.58,1.05,93.77,97.51,94.46,92.34,92.54,4.95,0.83,4.5,6.08,6.41,8.69,0.5,8.15,12.61,3.4,Sin acceso a internet
2020,68573,Puerto Parra,68,Santander,3808,Santander (ETC),1870,83.21,83.21,56.0,79.54,69.59,34.3,90.8,74.29,98.31,99.83,59.57,,,2.0,1.54,2.34,1.93,0.74,91.68,98.46,93.23,87.52,93.38,6.31,0.0,4.43,10.54,5.88,4.37,0.0,4.06,6.68,0.74,Sin acceso a internet
2020,68572,Puente Nacional,68,Santander,3808,Santander (ETC),2641,113.59,113.59,54.75,83.53,123.79,83.13,125.9,88.83,95.93,158.74,139.17,,,1.25,3.14,1.82,1.01,0.35,92.73,96.23,94.34,90.68,94.27,6.02,0.63,3.84,8.31,5.38,4.87,0.63,2.53,7.29,3.82,Sin acceso a internet
2020,68549,Pinchote,68,Santander,3808,Santander (ETC),953,66.42,66.42,41.1,57.4,70.43,47.31,71.56,64.38,66.49,81.1,67.66,,,0.9,4.26,0.39,0.77,0.97,98.2,95.74,98.05,98.85,98.06,0.9,0.0,1.56,0.38,0.97,6.3,0.0,5.08,10.34,1.94,Sin acceso a internet
2020,68547,Piedecuesta,68,Santander,4700,Piedecuesta,33049,95.35,95.24,67.74,93.99,87.71,49.58,104.3,88.53,105.76,116.69,84.24,,,2.03,1.57,1.48,2.24,3.64,89.93,97.94,93.98,83.84,90.04,8.04,0.49,4.54,13.92,6.32,5.91,0.05,3.08,10.67,4.33,Sin acceso a internet
2020,68533,Páramo,68,Santander,3808,Santander (ETC),977,80.76,80.76,39.29,78.21,86.88,35.63,89.15,59.52,86.68,110.94,67.5,,,3.67,0.0,0.28,7.98,3.57,91.56,100.0,96.65,84.36,92.86,4.77,0.0,3.07,7.67,3.57,7.7,0.0,3.63,13.19,8.33,Sin acceso a internet
2020,68432,Málaga,68,Santander,3808,Santander (ETC),4179,98.68,98.59,90.61,86.6,96.16,52.41,115.08,110.68,97.12,135.25,117.51,,,1.28,1.29,0.45,1.84,1.71,91.22,97.75,95.51,86.89,89.72,7.5,0.96,4.04,11.27,8.57,6.39,0.32,3.53,10.27,5.44,Sin acceso a internet
2020,68425,Macaravita,68,Santander,3808,Santander (ETC),430,86.74,86.74,57.58,88.07,79.73,52.05,93.26,66.67,95.45,101.35,83.56,,,0.53,0.0,0.0,1.47,0.0,99.47,100.0,100.0,98.53,100.0,0.0,0.0,0.0,0.0,0.0,9.55,9.09,2.38,19.71,6.0,Sin acceso a internet
2020,68418,Los Santos,68,Santander,3808,Santander (ETC),3086,75.99,75.99,53.73,73.36,70.63,45.12,82.86,73.33,83.33,89.86,72.27,,,2.07,4.81,1.4,2.24,2.19,95.74,94.65,96.64,95.06,95.3,2.19,0.53,1.96,2.69,2.51,6.85,1.07,4.86,10.89,5.64,Sin acceso a internet
2020,68406,Lebríja,68,Santander,3808,Santander (ETC),8672,89.59,89.58,57.66,83.95,82.08,47.41,99.69,85.24,97.8,111.53,88.03,,,3.99,2.16,2.5,5.62,5.11,91.1,97.19,94.46,86.92,89.07,4.91,0.65,3.04,7.46,5.82,7.53,0.43,5.61,11.75,5.23,Sin acceso a internet
2020,68397,La Paz,68,Santander,3808,Santander (ETC),892,66.37,66.37,41.67,65.44,63.75,47.8,71.75,53.33,71.67,75.63,71.07,,,2.53,0.0,0.79,4.2,3.64,94.31,100.0,97.23,92.02,90.91,3.16,0.0,1.98,3.78,5.45,3.0,0.0,3.56,2.94,2.73,Sin acceso a internet
2020,68385,Landázuri,68,Santander,3808,Santander (ETC),2210,98.42,98.42,55.62,93.67,88.63,48.4,106.61,92.9,112.22,117.78,76.6,,,2.23,1.34,0.41,4.44,2.32,94.06,98.66,97.95,88.9,93.82,3.71,0.0,1.64,6.66,3.86,3.75,0.67,3.08,5.48,2.32,Sin acceso a internet
2020,68377,La Belleza,68,Santander,3808,Santander (ETC),1254,91.39,91.39,67.03,95.83,78.31,44.34,99.04,97.8,110.71,97.95,75.11,,,5.01,7.87,3.58,5.53,7.1,83.74,87.64,88.89,76.44,82.58,11.25,4.49,7.53,18.03,10.32,7.88,0.0,10.22,8.89,1.29,Sin acceso a internet
2020,68370,Jordán,68,Santander,3808,Santander (ETC),275,110.55,110.55,73.91,94.78,124.44,63.83,116.73,91.3,109.57,146.67,89.36,,,0.96,0.0,0.0,2.33,0.0,94.23,100.0,98.41,88.37,97.22,4.81,0.0,1.59,9.3,2.78,3.21,4.76,1.59,5.43,0.0,Sin acceso a internet
2020,68368,Jesús María,68,Santander,3808,Santander (ETC),623,81.22,81.22,36.59,75.82,77.23,63.16,88.92,58.54,83.2,103.13,84.21,,,0.93,0.0,0.0,1.4,2.15,90.65,95.83,94.58,90.23,81.72,8.41,4.17,5.42,8.37,16.13,8.6,0.0,5.42,14.88,3.23,Sin acceso a internet
2020,15232,Chíquiza,15,Boyacá,3769,Boyacá (ETC),996,75.5,75.5,51.81,72.1,74.62,51.57,79.22,67.47,80.14,87.01,66.67,,,1.52,0.0,0.59,1.74,4.72,94.54,100.0,97.35,91.29,91.51,3.93,0.0,2.06,6.97,3.77,4.69,0.0,5.01,5.9,2.83,Sin acceso a internet
2020,15226,Cuítiva,15,Boyacá,3769,Boyacá (ETC),384,79.17,79.17,42.42,60.12,89.68,75.44,84.9,72.73,66.67,107.14,96.49,,,0.61,4.17,0.89,0.0,0.0,93.25,91.67,96.43,89.63,96.36,6.13,4.17,2.68,10.37,3.64,5.52,0.0,3.57,10.37,0.0,Sin acceso a internet
2020,15224,Cucaita,15,Boyacá,3769,Boyacá (ETC),760,96.71,96.71,58.82,82.5,99.19,67.2,103.95,77.94,95.63,124.29,99.2,,,0.51,0.0,0.33,0.33,1.61,87.72,100.0,96.41,82.74,73.39,11.77,0.0,3.27,16.94,25.0,5.32,0.0,4.58,7.82,3.23,Sin acceso a internet
2020,15223,Cubará,15,Boyacá,3769,Boyacá (ETC),3140,45.86,45.86,22.39,41.71,27.85,17.22,52.58,44.17,62.85,44.09,42.82,,,2.38,0.0,0.44,8.36,2.65,88.77,100.0,87.58,84.44,97.35,8.85,0.0,11.98,7.2,0.0,10.37,0.0,14.18,6.34,5.31,Sin acceso a internet
2020,15218,Covarachía,15,Boyacá,3769,Boyacá (ETC),527,87.48,87.48,43.18,77.23,83.52,75.9,93.36,54.55,93.3,96.59,107.23,,,0.41,4.17,0.0,0.0,1.15,95.71,95.83,96.65,93.53,97.7,3.88,0.0,3.35,6.47,1.15,9.18,0.0,7.66,13.53,6.9,Sin acceso a internet
2020,15215,Corrales,15,Boyacá,3769,Boyacá (ETC),424,94.58,94.58,68.42,96.05,91.11,47.3,100.94,97.37,109.6,108.15,68.92,,,1.4,2.7,1.55,0.68,1.96,85.98,94.59,91.75,79.45,76.47,12.62,2.7,6.7,19.86,21.57,7.24,0.0,9.28,6.85,5.88,Sin acceso a internet
2020,15212,Coper,15,Boyacá,3769,Boyacá (ETC),672,78.87,78.87,50.91,79.08,68.0,51.82,87.2,58.18,87.59,93.78,87.27,,,1.26,0.0,0.81,2.04,1.22,85.1,100.0,93.52,69.9,90.24,13.64,0.0,5.67,28.06,8.54,5.39,0.0,2.83,11.73,0.0,Sin acceso a internet
2020,15204,Cómbita,15,Boyacá,3769,Boyacá (ETC),1902,96.21,96.06,68.99,95.47,88.29,55.21,178.08,84.81,129.43,214.08,274.76,,,4.6,2.8,1.77,6.49,8.91,83.28,97.2,95.34,68.07,81.68,12.13,0.0,2.89,25.44,9.41,7.79,2.8,7.23,9.82,6.44,Sin acceso a internet
2020,15189,Ciénega,15,Boyacá,3769,Boyacá (ETC),959,85.71,85.71,58.33,81.4,84.66,62.16,92.28,73.81,91.55,95.21,98.65,,,0.7,4.84,0.26,0.34,0.84,90.56,95.16,95.25,83.22,91.6,8.74,0.0,4.49,16.44,7.56,7.34,0.0,7.12,9.73,5.88,Sin acceso a internet
2020,15187,Chivatá,15,Boyacá,3769,Boyacá (ETC),624,68.59,68.59,54.84,55.2,75.26,21.35,78.37,72.58,67.38,110.82,46.07,,,0.43,4.44,0.0,0.0,0.0,77.2,95.56,84.24,66.67,76.32,22.37,0.0,15.76,33.33,23.68,8.39,0.0,6.52,12.12,7.89,Sin acceso a internet
2020,15185,Chitaraque,15,Boyacá,3769,Boyacá (ETC),1199,78.98,78.98,79.81,73.11,76.46,45.36,83.15,89.42,81.43,92.66,63.93,,,2.11,1.08,2.14,2.46,1.71,91.07,98.92,97.39,86.07,77.78,6.82,0.0,0.48,11.48,20.51,2.31,0.0,1.66,3.55,2.56,Sin acceso a internet
2020,15183,Chita,15,Boyacá,3769,Boyacá (ETC),1918,91.76,91.76,51.32,90.97,81.62,56.07,98.7,69.08,101.98,105.82,89.51,,,0.22,0.0,0.0,0.43,0.42,95.86,99.05,99.64,92.33,91.67,3.92,0.95,0.36,7.24,7.92,5.05,1.9,1.33,10.71,2.92,Sin acceso a internet
2020,15180,Chiscas,15,Boyacá,3769,Boyacá (ETC),722,84.21,84.21,90.91,76.63,76.31,62.99,88.23,98.18,84.54,93.57,81.89,,,0.16,0.0,0.41,0.0,0.0,98.73,100.0,98.78,99.57,96.0,1.11,0.0,0.82,0.43,4.0,2.06,0.0,2.85,2.6,0.0,Sin acceso a internet
2020,15176,Chiquinquirá,15,Boyacá,3769,Boyacá (ETC),11718,98.92,98.87,69.27,93.67,92.74,64.58,108.5,94.72,104.34,116.75,107.43,,,3.06,2.97,2.66,3.05,4.13,89.25,96.56,94.15,85.03,84.55,7.69,0.47,3.19,11.92,11.32,3.44,0.16,2.47,5.18,2.86,Sin acceso a internet
2020,15172,Chinavita,15,Boyacá,3769,Boyacá (ETC),508,86.22,86.22,48.78,83.65,83.14,63.22,92.52,51.22,95.67,98.84,91.95,,,1.91,0.0,1.01,1.76,5.0,86.81,100.0,96.48,74.71,85.0,11.28,0.0,2.51,23.53,10.0,5.11,0.0,4.52,5.88,6.25,Sin acceso a internet
2020,15162,Cerinza,15,Boyacá,3769,Boyacá (ETC),604,90.56,90.56,90.7,85.65,93.81,52.63,99.5,113.95,91.56,111.9,87.72,,,0.17,2.04,0.0,0.0,0.0,93.22,97.96,98.16,86.38,96.63,6.61,0.0,1.84,13.62,3.37,4.58,0.0,2.76,8.51,1.12,Sin acceso a internet
2020,15135,Campohermoso,15,Boyacá,3769,Boyacá (ETC),638,68.5,68.5,51.79,66.42,64.11,30.3,72.1,58.93,75.55,80.38,52.53,,,0.65,0.0,0.0,0.6,3.85,92.83,100.0,97.58,87.5,86.54,6.52,0.0,2.42,11.9,9.62,3.7,0.0,2.42,7.14,0.0,Sin acceso a internet
2020,15131,Caldas,15,Boyacá,3769,Boyacá (ETC),586,73.72,73.72,28.89,60.08,73.27,58.42,82.76,40.0,72.27,97.52,97.03,,,2.77,0.0,1.16,5.32,1.1,92.54,100.0,94.19,89.36,94.51,4.69,0.0,4.65,5.32,4.4,2.35,0.0,1.74,3.72,1.1,Sin acceso a internet
2020,15114,Busbanzá,15,Boyacá,3769,Boyacá (ETC),183,59.56,59.56,42.86,56.63,68.63,28.57,63.93,52.38,60.24,86.27,42.86,,,0.0,0.0,0.0,0.0,0.0,84.62,100.0,96.0,68.18,83.33,15.38,0.0,4.0,31.82,16.67,5.98,0.0,4.0,11.36,0.0,Sin acceso a internet
2020,15109,Buenavista,15,Boyacá,3769,Boyacá (ETC),835,94.13,94.13,83.33,84.8,95.9,65.71,98.92,91.67,92.98,112.29,88.57,,,1.82,1.82,0.94,1.83,4.03,93.7,98.18,96.86,91.46,89.52,4.48,0.0,2.2,6.71,6.45,5.45,0.0,5.97,6.08,4.84,Sin acceso a internet
2020,15106,Briceño,15,Boyacá,3769,Boyacá (ETC),417,89.45,89.45,90.0,87.06,88.97,43.06,94.48,116.67,94.71,106.9,59.72,,,4.31,0.0,1.86,7.1,6.98,76.9,100.0,91.3,55.48,81.4,18.78,0.0,6.83,37.42,11.63,14.47,5.71,3.73,29.03,9.3,Sin acceso a internet
2020,15104,Boyacá,15,Boyacá,3769,Boyacá (ETC),1021,72.67,72.67,32.91,66.35,76.57,44.51,78.65,53.16,76.37,90.86,71.1,,,0.64,0.0,0.63,0.63,0.93,94.03,97.62,96.56,90.57,95.33,5.34,2.38,2.81,8.81,3.74,1.4,0.0,0.31,1.26,5.61,Sin acceso a internet
2020,15097,Boavita,15,Boyacá,3769,Boyacá (ETC),892,93.72,93.72,63.08,92.58,75.64,48.34,107.96,98.46,103.85,117.31,102.65,,,1.56,1.56,0.79,2.19,1.95,88.76,96.88,94.97,80.27,90.26,9.68,1.56,4.23,17.53,7.79,4.88,0.0,2.38,8.47,4.52,Sin acceso a internet
2020,15092,Betéitiva,15,Boyacá,3769,Boyacá (ETC),301,70.43,70.43,28.0,65.85,73.27,34.62,77.41,28.0,82.11,90.1,65.38,,,1.32,0.0,0.0,3.3,0.0,89.87,100.0,96.04,81.32,92.86,8.81,0.0,3.96,15.38,7.14,6.61,0.0,3.96,9.89,7.14,Sin acceso a internet
2020,15090,Berbeo,15,Boyacá,3769,Boyacá (ETC),273,97.8,97.8,90.91,79.28,100.0,67.39,101.47,90.91,90.99,124.47,84.78,,,0.36,0.0,0.99,0.0,0.0,94.95,100.0,96.04,92.31,97.44,4.69,0.0,2.97,7.69,2.56,6.14,0.0,2.97,10.26,5.13,Sin acceso a internet
2020,15087,Belén,15,Boyacá,3769,Boyacá (ETC),1443,98.06,98.06,72.32,94.05,100.61,69.08,105.06,94.64,101.36,113.16,102.41,,,0.62,1.06,0.53,0.18,1.65,92.38,96.81,98.04,90.16,82.64,7.0,2.13,1.42,9.66,15.7,1.51,0.0,0.71,2.68,1.24,Sin acceso a internet
2020,15051,Arcabuco,15,Boyacá,3769,Boyacá (ETC),1207,87.08,87.08,61.76,78.13,90.02,54.23,92.38,69.61,85.29,112.97,80.6,,,0.63,4.23,0.7,0.22,0.0,91.95,95.77,97.2,85.87,93.42,7.42,0.0,2.1,13.91,6.58,4.52,1.41,3.5,7.06,1.32,Sin acceso a internet
2020,15047,Aquitania,15,Boyacá,3769,Boyacá (ETC),3291,91.8,91.8,75.8,90.79,84.91,51.63,97.54,89.68,100.14,103.77,81.84,,,0.46,0.45,0.08,0.36,2.03,94.05,99.55,98.93,86.82,95.19,5.49,0.0,0.99,12.83,2.78,5.92,0.45,4.57,8.79,5.32,Sin acceso a internet
2020,15022,Almeida,15,Boyacá,3769,Boyacá (ETC),249,78.31,78.31,52.38,75.76,77.38,42.22,85.54,66.67,84.85,100.0,68.89,,,0.94,0.0,0.0,0.0,6.45,91.55,100.0,98.81,82.14,93.55,7.51,0.0,1.19,17.86,0.0,6.57,0.0,3.57,11.9,3.23,Sin acceso a internet
2020,15001,Tunja,15,Boyacá,3770,Tunja,32141,105.82,105.66,84.66,104.54,98.15,55.19,116.35,113.05,116.54,126.23,98.86,,,2.07,3.15,1.57,2.31,2.22,90.24,96.66,94.59,85.85,88.22,7.69,0.19,3.84,11.84,9.56,6.7,0.64,4.21,10.79,4.5,Sin acceso a internet
2020,13894,Zambrano,13,Bolívar,3767,Bolívar (ETC),2756,93.83,93.8,59.31,86.16,76.17,49.89,110.96,135.5,107.4,110.05,109.33,,,2.22,0.74,1.52,3.48,2.09,97.78,99.26,98.48,96.52,97.91,0.0,0.0,0.0,0.0,0.0,4.41,4.81,3.98,5.81,1.49,Sin acceso a internet
2020,13873,Villanueva,13,Bolívar,3767,Bolívar (ETC),5930,82.26,82.21,54.95,79.9,60.61,30.01,94.05,96.57,103.06,97.83,62.08,,,0.25,0.27,0.27,0.18,0.41,99.75,99.73,99.73,99.82,99.59,0.0,0.0,0.0,0.0,0.0,2.89,4.01,2.88,3.07,1.45,Sin acceso a internet
2020,13838,Turbaná,13,Bolívar,3767,Bolívar (ETC),3574,93.17,93.17,62.21,88.27,79.76,44.07,101.96,125.08,106.86,107.99,65.42,,,0.67,2.86,0.81,0.0,0.0,99.33,97.14,99.19,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5.44,2.08,2.0,11.94,1.9,Sin acceso a internet
2020,13836,Turbaco,13,Bolívar,3767,Bolívar (ETC),23239,85.37,85.15,59.0,84.85,71.59,47.87,98.16,85.36,99.12,97.68,102.99,,,1.61,3.05,2.04,0.81,1.48,94.34,96.47,95.43,92.56,94.35,4.05,0.48,2.52,6.64,4.17,5.35,0.95,5.43,6.79,3.48,Sin acceso a internet
2020,13810,Tiquisio,13,Bolívar,3767,Bolívar (ETC),5299,106.38,106.38,55.12,98.92,78.93,35.69,122.83,103.28,136.09,132.49,75.41,,,1.18,0.79,0.7,1.95,1.98,97.94,98.21,98.18,97.59,97.28,0.88,0.99,1.12,0.46,0.74,5.22,1.19,4.85,7.74,2.22,Sin acceso a internet
